projectID,Project Status,Project Title,Project Start Date,Project End Date,Project Intensity,Description: ,Funding Type,Contract Status,Link to Project Folder,Project Synopsis Link,Methodology,Link to Digital Well ( Digital Copy?),Location on shelves (Paper Copy?),Non-public Report Link
324,Completed Project,Steven's Forward! ,\N,,,This project involved writing blog entries poster work presenting at the UMACS and estimating transportation carbon footprint. ,Americorps - Students in Service External Sale Bremer Grant,Completed,,,"Community Support, Data Analysis and Research ",,,
325,Completed Project,UMM Sustainability,\N,,,The goal of this project was to work with Troy on all aspects of UMM's sustainability efforts for the campus,"Kayla Pridmore, Naomi Wente",,Completed,,,,,
326,Completed Project,Stevens Forward! - Carbon Footprint Calculator,\N,,,This project aimed to estimate the carbon footprint for Stevens County in 5 broad areas: Transportation home energy food production recycling and waist and Agricultural production. ,External Sale Bremer Grant,Completed,https://drive.google.com/a/morris.umn.edu/?usp=sheets_web#folders/0B14UrYEk1sV6bGlZcHhOVlR6UVU,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/68/,,
327,Completed Project,Student Housing Choices,\N,,,This report discusses the results of a housing survey conducted by the Center for Small towns in April of 2006 that addressed what factors determine the student demand for off-campus vs. on-campus housing and also includes a discussion of historical data inaddition to the results of the survey.,Grant,Completed,,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/6/,,
328,Completed Project,The Search for Affordable Health Care,\N,,,,,Completed,,,"Data Analysis and Research, Brokering",,,
329,Completed Project,Study of Aging Population: Herman Minnesota,\N,,,A study conducted in order to research what could be done by the city of Herman in order to support its residents continuing to live in the community as they aged. ,Grant,Completed,,,Data Analysis and Research,,,
330,Completed Project,U of MN Extension - Farm to Institution Survey,\N,,,This project worked with the U of M Extension – Center for Family Development on implementing a survey measuring the quantity frequency and types of food that food service units in health and education institutions order. Rojas' research informed an Extension analysis on the capacity for local foods to be utilized for these meals.,Internal Sale,Completed,https://drive.google.com/a/morris.umn.edu/?usp=sheets_web#folders/0B14UrYEk1sV6RzZGNDVZN3NsSzQ,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/64/,,
331,Completed Project,Upper Minnesota Valley Website,\N,,,This project included working with CST staff and UMVRDC to take pictures and update information on their website. ,,Completed,,,Community Support ,,,
332,Completed Project,The Value of Culture and Education,\N,,,The goal of this project is to work with the Long Prairie- Grey Eagle High School to demonstrate the value of culture and education to the Hispanic community.  The objectives of the project are to provide professional development opportunities for teachers to connect the community to the school to provide role models and mentors as well as to develop and implement a team teaching environment. ,Grant,Completed,,,Community Support,,,
333,Completed Project,Upper MN River Water Quality,\N,,,This project involved making graphs of the water quality data provided and testing the water. ,General Funds Partnership ,Completed,,,Data Analysis and Research ,,,
334,Completed Project,US Fish and Wild Life,\N,,,The aim of this project was to help identify potential land aquisitions within a specific area located in Frontier Township.,,Completed,,,"Data Analysis and Research, Community Support",,,
335,Completed Project,USDA GIS Mapping,\N,,,The goal of this project was to work with ARC GIS Software to develope a tool to map locations with high potential for wind energy and to research existing wind resource maps. ,,Completed,,,Data Analysis and Research,,,
336,Completed Project,USDA Soils Lab,\N,,,The focus of this project was working with the soils lab to explore the economics of incorporating solar thermal and other energy saving measures. ,,Completed,,,Data Analysis and Research ,,,
337,Completed Project,Stevens Forward! Assistant,\N,,,Student responsiblity included assisting the coordinator with projects and also working directly with the stewards of Stevens Forward to Accomplish the goals and mission of the organization. Stevens Forward! Assistant also worked with Roger McCannon and the Stevens Forward group to help move the county forward with their destiny drivers attended meetings and assisted with PR .,External Sale,Completed,,,"Community Support, Convening",,,
338,Completed Project,Waste and Toxicity Reduction Outreach,\N,,,This project involved b3 benchmarking Energy databasing energy outreach to citizens and organizations, building relationships with various people organizatoins and institutions in Stevens County,"Christopher Droske, Katie Laughlin, Sydney Sweep, Ellie McCann",,,Completed,,,
339,Completed Project,Upper Sioux Community Wind and Solar Energy,\N,,,1st Study conducted to examine wind solar photovoltaics and solar thermal as means of alternative energy generation on the Upper Sioux Community's landbase. 2nd study conducted examine wind solar photovoltaics and solar thermal as means of alternative energy generation to the Prairie' Edge Casino and Resort ,Partnership,Completed,https://drive.google.com/a/morris.umn.edu/?tab=mo#folders/0B9Y7pPQckOspNHBqZ3l4ZkwzbjQ ,,"Data Analysis and Research, Community Support",,,
340,Completed Project,Watershed Civic Engagement Coordinator,\N,,,Watershed-based civic engagement coordinator. Through hosting community events and building personal relationships spread awareness of issues affecting the water quality of the Minnesota River. ,,Completed,,,"Community Support, Convening ",,,
341,Completed Project,Watershed Project Outlines,\N,,,"The goal of this project was to help the watershed in Doublas County Lake Association to develop and write a report outlining different projects that faculty members can work with. 
",,Completed,,,"Community Support, Data Analysis and Research",,,
342,Completed Project,Waste Prevention and Recycling,\N,,,"The goals of this project were to complete three or more waste reduction toxicity reduction or recycling/ organics projects selected by the host site such as: new initiative to reduce waste generation launch or improve organization-wide recycling programs launch or improve organics management (reduction collection composting) conduct unwanted business (junk)mail reduction effort with measurement develop ""How to Reduce Reuse and Recycle at Home"" class/campaign increase capture and distribution of reuseable materials. ",Grant,Completed,,,"Brokering, Convening, Community Support",,,
343,Completed Project,Southwest Regional Sustainable Development Partnership office Assistant,\N,,,The students involved in this project assisted the SW Regional Sustainable Partnership in the administration and implementation of Partnership activities including planning and coordination of activities communication among multiple campus and community groups document design meeting preparation and recording and finally collecting and documenting various forms of data.,Internal Sale,Completed,,,Community Support,,,
344,Completed Project,UMM Data Services Center Statistical  Consulting ,\N,,,Student responsibilities include providing statistical consulting for the data services center and CST as well as assisting in the creation of the statistical component of the Brember Grant. ,Grant,Completed,,,"Data Analysis and Research, Brokering ",,,
345,Completed Project,WCP and  Morris Healthy Eating Publicity,\N,,,The responsibilities of the Student in this project were to help with the PR of the partnership activities conduct interviews take pictures and write stories of different projects that the partnership is involved in. ,Internal Sale,Completed,,,Community Support,,,
346,Completed Project,Upper Minnesota Valley Regional Development Commission,\N,,,Gathered data for community profile brochures for cities within the UMVRDC region. ,External Sale,Completed,,,Data Analysis and Research,All brochures are on digital well,,
347,Completed Project,West Central Communities Action Tax Assistant,\N,,,This project involved helping WCMCA and CST to coordinate activites in the Morris Area for Tax Prep Clinics.,,Completed,,,"Community Support, Convening",,,
348,Completed Project,Upper Minnesota Valley Regional Development Commission Assistant,\N,,,The students gathered various secondary data relating to demographic and economic information about each community and county in the Upper MN Valley's Regional Development Commissions region. This information was then laid out in a brochure and handed out to each city council and county commission in the region.,External Sale,Completed,,,Data Analysis and Research,All brochures were uploaded to the digital well. Search for the community to find the brochure,,https://drive.google.com/drive/u/1/#folders/0B14UrYEk1sV6a2g5TXo2em90M28/0B14UrYEk1sV6eTBmbVNKTS1rLTA/0B14UrYEk1sV6a2VUWDcxclg0WlU/0B14UrYEk1sV6TFdrUkxTdjhLbk0/0B14UrYEk1sV6ZDZsTmNnajkyTjQ
349,Completed Project,Swift County 4-H Summer Assistant,\N,,,These projects involved helping to coordinate and plan activities and events relating to theSwift County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
350,Completed Project,Traverse County 4-H Summer Assistant,\N,,,These projects involved helping to coordinate and plan activities and events relating to the Traverse County Fair as well as other smaller projects.  ,,Completed,,,"Community Support, Covening ",,,
351,Completed Project,West Central Minnesota Communities Action Inc. Customer Satisfaction Survey,\N,,,In July of 2006 the Center for Small Towns began the fourth Customer Satisfaction and Needs assessment for West Central Minnesota Communities Action Inc. There were a total of seventeen different survey types sent out to clients service providers vendors and funding sources of the WCMCA. A total of 14 different survey types were sent to the clients including: Affordable Housing Customer (MHFA Small Cities and Frail Elderly) Energy Assistance FAIM FPAP Group Work Camp Head Start Jump Start MURL RSVP Weatherization Transitional Housing ESGP and EITC.,,Completed,,,Data Analysis and Research,https://www.google.com/url?q=http://digitalcommons.morris.umn.edu/cst/43/&sa=D&usg=ALhdy28nfvigK-rPpECHTD6aolCnO9_kvA,,
352,Completed Project,West Central Initiative - Website Usability Study,\N,,,The goal of this project was to conduct a formal study on West Central Initiative's website in order to discover and find ways to address trouble spots in the website based on the experiences of participants in the study.,External Sale,Completed,,,Data Analysis and Research,Report for client-use only.,,
353,Completed Project,West Central Partnership Assistant,\N,,,The intern for this project worked with CST and West Central Partnership to help provide support for the West Central partnership and all of their activities. ,,Completed,,,Community Support,,,
354,Completed Project,West Central Partnership Publicity,\N,,,This project involved helping to write press releases for the partnerhip conduct interviews take photos write stories route PR through proper channels. ,,Completed,,,Community Support,,,
355,Completed Project,West Central Regional Sustainable Development Partnership Publicity ,\N,,,This project involved attending WCRSDP events working on press releases/archived articles taking photos and conducting interviews. Students also assisted with researching laws/statutes about local foods compiling contacts for watershed inititives and helping run events. ,,Completed,,,"Community Support, Data Analysis and Research",,,
356,Completed Project,West Central Research and Outreach and Stevens County Museum Historical Assistant,\N,,,The goal of this project was to gather agricultural information about the county scan photos collect census data and gather information on different agricultural specific events. ,,Completed,,,"Data Analysis and Research, Community Support ",,,
357,Completed Project,Western Minnesota Home Values,\N,,,In 2004 the West Central Initative began developing a Family Economic Success framework based on three key issues of: Earn it Keep it Grow it. The goal of this approach was to help low-income families build strong financial futures. In 2006 the Center for Small Towns was approached by the West Central Initiative to provide needed baseline analysis for the Family Economic Success framework they began developing in 2004. This study was developed and intended to provide a baseline of valid data from which to measure progress and answer the question are the low-income householsd able to maintain and grow (increase) the value of their home?,,Completed,,,"Data Analysis and Research, Community Support ",http://digitalcommons.morris.umn.edu/cst/17/,,
358,Completed Project,Willmar Community-Owned Grocery (the COG),\N,,,This project involved student working to assist the Willmar COG to develop a database of local vendors and businesses interested in buying local produce and prospective members and assisting with the creation of marketing materials. ,Partnership,Completed,,,"Community Support, Data Analysis and Research",,,
359,Completed Project,Wind and Solar Analysis,\N,,,"This project aimed to  examine wind, solar photovoltaics, and solar thermal as means of alternative energy generation on the Upper Sioux Community’s landbase.",,,,,Data Analysis Research,http://digitalcommons.morris.umn.edu/cst/67/,,
360,Completed Project,Wind and Solar Consumption,\N,,,"This project aimed to examine wind and solar photovoltaics as means of alternative energy generation on the Upper Sioux Community’s landbase, and more specifically, generation for consumption by Prairie’s Edge Casino and Resort.",,,,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/72/,,
361,Completed Project,Winsted Arts Council Cultural Initiatives ,\N,,,This project involved working with CST and the Winsted Arts Council to gather local city plans and learn about and map other art and culture initiatives in the state. ,,Completed,,,"Community Support, Data Analysis and Research",,,
362,Completed Project,Winsted Arts Council Strategic Plan,\N,,,Strategic plan developed for the Winsted Arts Council in partnership with the CST and UMM.,Grant Partnership,Completed,,,"Convening, Community Support ",,,
363,Completed Project,Working Better Together for the Common Good,\N,,,The 2006 symposium and MN Rural Summit marked the declaration of June 6 2006 as Celebrate Small Towns Day as announced by Governor Tim Pawlenty. The symposium brought together community leaders from across the state to learn from one another and celebrate the entrepreneurial spirit of small towns in Minnesota. Participants discussed and learned about the economic cultural and educational contributions that originate from small towns as well as coming together to create ideas on the theme of “working better together for the common good”.,General Funds,Completed,,,Convening,,,
364,Completed Project,West Central Minnesota Job Seeker Survey Results,\N,,,The Goal of this project was to identify and address the gaps between employers in the region who have entry-level positions that will lead to higher-wage positions and those individuals seeking employment. ,,Completed,,,Data Analysis and Research,http://digitalcommons.morris.umn.edu/cst/10/,,
365,Completed Project,Youth Development Assistant,\N,,,The goal of this project was to assist with planning and running HC/HY activities press releases.,,Completed,,,Community Support ,,,
366,Completed Project,Youth Enrichment Services Administrative Assistant,\N,,,This project involved creating a newsletter providing teens with information and assistance conducting interviews researching environmental information and grants. ,,Completed,,,Community Support,,,
367,Completed Project,Youth Enrichment Services Evaluation,,,,This project involved working with CST staff and the Evaluator of the YES program to help gather data enter information and other work related to the evaluation. ,,Completed,,,Data Analysis and Research,,,
